City,Colors,Shape,State,Time,Month,Day,Year
Nashville,YELLOW,CIRCLE,IN,7/29/2002 22:40,7,29,2002
York,,CYLINDER,PA,7/30/2002 0:04,7,30,2002
Marstons Mills,,TRIANGLE,MA,7/30/2002 0:20,7,30,2002
Mainville,,LIGHT,OH,7/30/2002 1:25,7,30,2002
Cincinnati,,FLASH,OH,7/30/2002 2:00,7,30,2002
Nampa,,CIGAR,ID,7/30/2002 2:20,7,30,2002
Mesquite,,TRIANGLE,NM,7/30/2002 14:00,7,30,2002
Gila Bend,,OTHER,AZ,7/30/2002 19:14,7,30,2002
West Long Branch,ORANGE,DISK,NJ,7/30/2002 20:00,7,30,2002
Union,,,KY,7/30/2002 20:40,7,30,2002
Atlanta,,CIRCLE,GA,7/30/2002 21:35,7,30,2002
Ponte Vedra Beach,,,FL,7/30/2002 21:39,7,30,2002
Beloit,,TRIANGLE,WI,7/30/2002 21:45,7,30,2002
Graham,,CIRCLE,NC,7/30/2002 22:00,7,30,2002
Loudon,,,NH,7/30/2002 22:05,7,30,2002
Magna,,CIRCLE,UT,7/30/2002 22:08,7,30,2002
Flathead Lake,,LIGHT,MT,7/30/2002 23:35,7,30,2002
Hungry Horse,,LIGHT,MT,7/31/2002 0:05,7,31,2002
Orland Park,,DISK,IL,7/31/2002 2:34,7,31,2002
Liberty,,OTHER,OH,7/31/2002 2:45,7,31,2002
Washington,,OTHER,CT,7/31/2002 3:30,7,31,2002
Roswell,RED GREEN,OVAL,NM,7/31/2002 4:24,7,31,2002
Bradenton,,LIGHT,FL,7/31/2002 6:20,7,31,2002
Corpus Christi,,FIREBALL,TX,7/31/2002 9:45,7,31,2002
Cove Palisades,,DISK,OR,7/31/2002 13:30,7,31,2002
Aztec,,DISK,NM,7/31/2002 20:00,7,31,2002
Charleston,,CYLINDER,WV,7/31/2002 20:00,7,31,2002
Cleveland,,CIRCLE,GA,7/31/2002 21:00,7,31,2002
Fairlawn,,TRIANGLE,OH,7/31/2002 21:00,7,31,2002
Dover,,CIRCLE,MA,7/31/2002 21:14,7,31,2002
Troy,,RECTANGLE,IL,7/31/2002 22:00,7,31,2002
Manhattan,RED,SPHERE,KS,7/31/2002 22:23,7,31,2002
Cazenovia,,FLASH,NY,7/31/2002 22:30,7,31,2002
Hampton,,,VA,7/31/2002 22:30,7,31,2002
Severn,,LIGHT,MD,7/31/2002 23:10,7,31,2002
Hermantown,,TRIANGLE,MS,8/1/2002 0:00,8,1,2002
no data,GREEN,FORMATION,OH,8/1/2002 0:00,8,1,2002
Columbus,,CIRCLE,OH,8/1/2002 0:45,8,1,2002
Lexington,,FLASH,KY,8/1/2002 3:00,8,1,2002
South Bend,RED,OVAL,IN,8/1/2002 15:25,8,1,2002
Livermore,,DISK,CA,8/1/2002 16:00,8,1,2002
Nashville,,CIRCLE,TN,8/1/2002 19:00,8,1,2002
Dallas,,TEARDROP,TX,8/1/2002 20:45,8,1,2002
Monroeton,,DISK,PA,8/1/2002 21:00,8,1,2002
Rural Dixon County,,RECTANGLE,NE,8/1/2002 21:00,8,1,2002
Rancho Santa Fe,,TRIANGLE,CA,8/1/2002 21:30,8,1,2002
Salt Lake City,,CIGAR,UT,8/1/2002 22:00,8,1,2002
Parma,YELLOW,SPHERE,OH,8/1/2002 22:30,8,1,2002
Flowood,,,MS,8/1/2002 23:00,8,1,2002
North Royalton,,DIAMOND,OH,8/2/2002 3:23,8,2,2002
Seattle,,EGG,WA,8/2/2002 12:30,8,2,2002
Wisconsin Rapids,,TRIANGLE,WI,8/2/2002 21:30,8,2,2002
Portland,,,OR,8/2/2002 21:45,8,2,2002
Hazel Green,,TRIANGLE,AL,8/2/2002 22:15,8,2,2002
Las Vegas,,OTHER,NV,8/2/2002 22:15,8,2,2002
Camarillo,,OTHER,CA,8/2/2002 22:30,8,2,2002
Maple Valley,,LIGHT,WA,8/2/2002 22:30,8,2,2002
Siler City,,TRIANGLE,NC,8/2/2002 23:00,8,2,2002
Norman,,LIGHT,OK,8/2/2002 23:10,8,2,2002
Henderson,,OTHER,NV,8/2/2002 23:30,8,2,2002
Osseo,GREEN,DISK,WI,8/2/2002 23:30,8,2,2002
Portland,,LIGHT,OR,8/3/2002 4:18,8,3,2002
Chula Vista,,FORMATION,CA,8/3/2002 13:05,8,3,2002
Aurora,,TRIANGLE,CO,8/3/2002 13:45,8,3,2002
Churchville,RED,LIGHT,MD,8/3/2002 21:30,8,3,2002
Lansing,,LIGHT,MI,8/3/2002 21:30,8,3,2002
Bowleys Quarters,,OTHER,MD,8/3/2002 22:00,8,3,2002
Whittier,,,CA,8/3/2002 22:00,8,3,2002
Portland,,LIGHT,OR,8/3/2002 22:05,8,3,2002
Florence,ORANGE,CIRCLE,OR,8/3/2002 22:15,8,3,2002
Papillion,,LIGHT,NE,8/3/2002 22:15,8,3,2002
Sullivan,,LIGHT,IL,8/3/2002 22:15,8,3,2002
Derry,,,NH,8/4/2002 1:00,8,4,2002
Gardiner,,,ME,8/4/2002 2:00,8,4,2002
Keystone,,LIGHT,CO,8/4/2002 4:00,8,4,2002
Northumberland,,,PA,8/4/2002 5:00,8,4,2002
Northumberland,,,PA,8/4/2002 5:30,8,4,2002
Northumberland,,CIRCLE,PA,8/4/2002 5:30,8,4,2002
Northumberland,,DISK,PA,8/4/2002 5:30,8,4,2002
Northumberland,,DISK,PA,8/4/2002 5:30,8,4,2002
Keaau,,DISK,HI,8/4/2002 18:00,8,4,2002
Hollywood,,SPHERE,CA,8/4/2002 18:30,8,4,2002
Northumberland,,,PA,8/4/2002 19:36,8,4,2002
Ramseur,,FORMATION,NC,8/4/2002 22:00,8,4,2002
Austin,,LIGHT,TX,8/4/2002 22:30,8,4,2002
Shelton,,,WA,8/4/2002 23:25,8,4,2002
Lutsen,,,MN,8/5/2002 1:25,8,5,2002
St. Simons Island,,CIRCLE,GA,8/5/2002 6:00,8,5,2002
Charlotte,ORANGE,SPHERE,NC,8/5/2002 18:00,8,5,2002
Mentor,,CYLINDER,OH,8/5/2002 20:15,8,5,2002
Petaluma,,FLASH,CA,8/5/2002 22:00,8,5,2002
Martinsville,,TRIANGLE,IN,8/5/2002 23:15,8,5,2002
Landover Hills,,,MD,8/6/2002 3:30,8,6,2002
Skowhegan,,TEARDROP,ME,8/6/2002 14:13,8,6,2002
Houston,,CIRCLE,TX,8/6/2002 18:00,8,6,2002
Baltimore,,TRIANGLE,MD,8/6/2002 18:16,8,6,2002
New York City,,CIRCLE,NY,8/6/2002 19:00,8,6,2002
Garfield,,LIGHT,NJ,8/6/2002 20:50,8,6,2002
Ahwahnee,,LIGHT,CA,8/6/2002 21:30,8,6,2002
Brandywine,ORANGE BLUE,LIGHT,MD,8/6/2002 21:50,8,6,2002
Riverside,,VARIOUS,CA,8/6/2002 21:50,8,6,2002
Watersmeet,,LIGHT,MI,8/6/2002 22:00,8,6,2002
Tucson,,LIGHT,AZ,8/6/2002 22:30,8,6,2002
Scottsville,,,KY,8/7/2002 3:00,8,7,2002
Richardson,,,TX,8/7/2002 12:00,8,7,2002
Arlington,,OTHER,WA,8/7/2002 13:35,8,7,2002
Humble,,VARIOUS,TX,8/7/2002 19:30,8,7,2002
Arlington,,LIGHT,VA,8/7/2002 21:00,8,7,2002
Petaluma,,LIGHT,CA,8/7/2002 21:40,8,7,2002
Prospect Valley,BLUE,LIGHT,CO,8/7/2002 21:45,8,7,2002
Tukwila,RED ORANGE,LIGHT,WA,8/7/2002 22:10,8,7,2002
Luray,,OTHER,VA,8/7/2002 22:30,8,7,2002
Barrington,YELLOW,,IL,8/7/2002 22:34,8,7,2002
Murfreesboro,,TRIANGLE,TN,8/7/2002 23:05,8,7,2002
Vancouver,,DISK,WA,8/7/2002 23:20,8,7,2002
Keansburg,,CIRCLE,NJ,8/8/2002 2:30,8,8,2002
Burlington,,CYLINDER,VT,8/8/2002 13:15,8,8,2002
Revere,,SPHERE,MA,8/8/2002 15:00,8,8,2002
Fairlawn,,FLASH,NJ,8/8/2002 15:05,8,8,2002
Seattle,,DISK,WA,8/8/2002 15:15,8,8,2002
Dalton,RED,CIRCLE,GA,8/8/2002 20:30,8,8,2002
Mexican Water,,TRIANGLE,AZ,8/8/2002 20:45,8,8,2002
Cincinnati,,SPHERE,OH,8/8/2002 22:30,8,8,2002
Batesburg,ORANGE,,SC,8/8/2002 22:35,8,8,2002
Saline,,,MI,8/8/2002 22:45,8,8,2002
San Antonio,,FIREBALL,TX,8/9/2002 0:25,8,9,2002
Martinez,,FLASH,CA,8/9/2002 1:50,8,9,2002
Seattle,,DIAMOND,WA,8/9/2002 2:22,8,9,2002
Hadley,,OVAL,MA,8/9/2002 9:33,8,9,2002
Pittsburgh,,LIGHT,PA,8/9/2002 19:30,8,9,2002
Manalapan,,DIAMOND,NJ,8/9/2002 20:30,8,9,2002
Las Vegas,,,NV,8/9/2002 20:45,8,9,2002
Kingsport,,LIGHT,TN,8/9/2002 21:00,8,9,2002
Spokane,,LIGHT,WA,8/9/2002 21:45,8,9,2002
Graham,,CIGAR,WA,8/9/2002 21:54,8,9,2002
Seattle,,LIGHT,WA,8/9/2002 22:18,8,9,2002
Telluride,,LIGHT,CO,8/9/2002 22:30,8,9,2002
Arizona,GREEN BLUE,TRIANGLE,AZ,8/9/2002 23:30,8,9,2002
Gaviota,,LIGHT,CA,8/10/2002 0:00,8,10,2002
Camden Point,,,MO,8/10/2002 0:30,8,10,2002
Richmond,,CIRCLE,MO,8/10/2002 0:40,8,10,2002
Redding,,,CA,8/10/2002 1:00,8,10,2002
New York City,,DISK,NY,8/10/2002 1:45,8,10,2002
Wichita Falls,,DISK,TX,8/10/2002 2:00,8,10,2002
Huron,,LIGHT,OH,8/10/2002 3:30,8,10,2002
Ravenna,,TRIANGLE,OH,8/10/2002 3:30,8,10,2002
Rising Sun,,LIGHT,IN,8/10/2002 3:45,8,10,2002
Export,,FIREBALL,PA,8/10/2002 4:35,8,10,2002
Grand Rapids,,FIREBALL,MI,8/10/2002 11:15,8,10,2002
Methuen,,OTHER,MA,8/10/2002 13:00,8,10,2002
New York City,,DISK,NY,8/10/2002 13:00,8,10,2002
Emory,RED ORANGE,EGG,TX,8/10/2002 15:00,8,10,2002
Miami,,CIRCLE,FL,8/10/2002 18:30,8,10,2002
San Pedro,,CYLINDER,CA,8/10/2002 20:00,8,10,2002
Buena Vista,RED,CYLINDER,CO,8/10/2002 21:30,8,10,2002
Cedar City,,LIGHT,UT,8/10/2002 21:30,8,10,2002
Battle Creek,GREEN,FIREBALL,MI,8/10/2002 22:00,8,10,2002
Beach Haven,,LIGHT,NJ,8/10/2002 22:00,8,10,2002
San Diego,,RECTANGLE,CA,8/10/2002 22:00,8,10,2002
Studio City,,DISK,CA,8/10/2002 22:00,8,10,2002
Arlington,,LIGHT,WA,8/10/2002 22:15,8,10,2002
Chazy,,LIGHT,NY,8/10/2002 22:30,8,10,2002
Rockaway,,LIGHT,NJ,8/10/2002 22:30,8,10,2002
West Sand Lake,ORANGE,FIREBALL,NY,8/10/2002 22:40,8,10,2002
Aitkin,,FORMATION,MN,8/10/2002 22:45,8,10,2002
East Jordan,,VARIOUS,MI,8/10/2002 22:45,8,10,2002
Sandpoint,,,ID,8/10/2002 22:50,8,10,2002
Ashland,,,OR,8/10/2002 23:00,8,10,2002
Cincinnati,,OVAL,OH,8/10/2002 23:00,8,10,2002
Plymouth Meeting,,LIGHT,PA,8/10/2002 23:30,8,10,2002
Whitehall,,CIRCLE,PA,8/10/2002 23:30,8,10,2002
Waterford,,SPHERE,ME,8/10/2002 23:45,8,10,2002
Santa Cruz,,DIAMOND,CA,8/10/2002 23:59,8,10,2002
Mt Ayr,,LIGHT,IA,8/11/2002 0:20,8,11,2002
Rochester,,LIGHT,NY,8/11/2002 0:30,8,11,2002
Palm Coast,,DISK,FL,8/11/2002 1:02,8,11,2002
Rochester,RED BLUE,VARIOUS,NY,8/11/2002 2:00,8,11,2002
Albuquerque,,CIRCLE,NM,8/11/2002 4:20,8,11,2002
Belleville,,DISK,MI,8/11/2002 5:00,8,11,2002
Elm Grove,,SPHERE,LA,8/11/2002 14:00,8,11,2002
Roxbury,,SPHERE,CT,8/11/2002 19:56,8,11,2002
Two Creeks,RED,,WI,8/11/2002 20:55,8,11,2002
San Rafael,,LIGHT,CA,8/11/2002 21:20,8,11,2002
Weldon,GREEN,TRIANGLE,CA,8/11/2002 22:40,8,11,2002
Burien,,OTHER,WA,8/11/2002 22:57,8,11,2002
Stanwood,,LIGHT,WA,8/11/2002 23:00,8,11,2002
Marblemount,,LIGHT,WA,8/11/2002 23:30,8,11,2002
Concord,,OTHER,CA,8/12/2002 0:36,8,12,2002
Seattle,,LIGHT,WA,8/12/2002 1:00,8,12,2002
Rochester,,OTHER,WA,8/12/2002 2:29,8,12,2002
Baker City,,FORMATION,OR,8/12/2002 2:43,8,12,2002
Fitchburg,,TRIANGLE,MA,8/12/2002 7:30,8,12,2002
Ludlow,,OVAL,CA,8/12/2002 10:45,8,12,2002
Breckenridge,,DISK,CO,8/12/2002 12:30,8,12,2002
Toppenish,,DISK,WA,8/12/2002 13:15,8,12,2002
Beaver Falls,,LIGHT,PA,8/12/2002 20:15,8,12,2002
Huffman,,TRIANGLE,TX,8/12/2002 21:45,8,12,2002
I-90,,TRIANGLE,NY,8/12/2002 22:00,8,12,2002
Great Barrington,,LIGHT,MA,8/12/2002 22:30,8,12,2002
Jackson,,DISK,MI,8/12/2002 22:46,8,12,2002
Salem,,OTHER,UT,8/12/2002 23:00,8,12,2002
Rifle,,CYLINDER,CO,8/12/2002 23:45,8,12,2002
Pleasanton,,CIRCLE,CA,8/13/2002 1:22,8,13,2002
Portland,,CHEVRON,OR,8/13/2002 2:00,8,13,2002
Bothell,,LIGHT,WA,8/13/2002 3:20,8,13,2002
Roseville,RED,DISK,MN,8/13/2002 9:45,8,13,2002
Beverly Hills,ORANGE,CYLINDER,CA,8/13/2002 11:45,8,13,2002
Laplata,,FIREBALL,MD,8/13/2002 18:30,8,13,2002
Albuquerque,,OTHER,NM,8/13/2002 20:00,8,13,2002
Mesa,,OTHER,AZ,8/13/2002 20:00,8,13,2002
Goshen,,LIGHT,CT,8/13/2002 21:00,8,13,2002
Seattle,,LIGHT,WA,8/13/2002 21:00,8,13,2002
Sharon,,VARIOUS,PA,8/13/2002 21:06,8,13,2002
Gaithersburg,YELLOW,RECTANGLE,MD,8/13/2002 21:47,8,13,2002
Rochester,,LIGHT,NY,8/13/2002 22:00,8,13,2002
Battle Ground,,OVAL,IN,8/13/2002 22:30,8,13,2002
Rochester,,LIGHT,NY,8/13/2002 22:54,8,13,2002
Charlotte,,LIGHT,NC,8/13/2002 23:20,8,13,2002
Midland,,FORMATION,VA,8/13/2002 23:30,8,13,2002
Midland,YELLOW,FORMATION,VA,8/13/2002 23:30,8,13,2002
Aloha,,LIGHT,OR,8/13/2002 23:44,8,13,2002
Atlantic Ocean,,LIGHT,FL,8/14/2002 2:58,8,14,2002
,,CIRCLE,KS,8/14/2002 5:00,8,14,2002
Federal Way,,OVAL,WA,8/14/2002 13:58,8,14,2002
Bristol,,OTHER,TN,8/14/2002 15:01,8,14,2002
Ojai,BLUE,OTHER,CA,8/14/2002 16:00,8,14,2002
NJ Turnpike,,CIGAR,NJ,8/14/2002 16:30,8,14,2002
Brunswick,,CIRCLE,ME,8/14/2002 19:15,8,14,2002
Leeds,,CIRCLE,ME,8/14/2002 19:30,8,14,2002
Syracuse,,TRIANGLE,NY,8/14/2002 21:00,8,14,2002
Wenatchee,,CIRCLE,WA,8/15/2002 0:00,8,15,2002
Wickenburg,,LIGHT,AZ,8/15/2002 0:30,8,15,2002
Derry,RED BLUE,LIGHT,NH,8/15/2002 1:00,8,15,2002
Ocean City,,FIREBALL,MD,8/15/2002 1:00,8,15,2002
Sonora,YELLOW,OTHER,CA,8/15/2002 1:30,8,15,2002
Yanush,,,OK,8/15/2002 1:36,8,15,2002
Pacific Ridge,,OTHER,OR,8/15/2002 2:00,8,15,2002
Lake Stevens,,FLASH,WA,8/15/2002 3:30,8,15,2002
St. Peters,,SPHERE,MO,8/15/2002 6:00,8,15,2002
Monroe,,RECTANGLE,WA,8/15/2002 11:00,8,15,2002
Indianapolis,,OVAL,IN,8/15/2002 15:45,8,15,2002
Lancaster,,SPHERE,PA,8/15/2002 17:00,8,15,2002
Cambridge City,,SPHERE,IN,8/15/2002 20:00,8,15,2002
Fawn Grove,,LIGHT,PA,8/15/2002 20:30,8,15,2002
New York City,,CIRCLE,NY,8/15/2002 21:00,8,15,2002
Gaviota,,LIGHT,CA,8/15/2002 21:06,8,15,2002
Virginia Beach,,LIGHT,VA,8/15/2002 21:20,8,15,2002
Mesquite,,LIGHT,TX,8/15/2002 21:45,8,15,2002
Brookston,,FIREBALL,IN,8/15/2002 22:00,8,15,2002
Dunnellon,,DISK,FL,8/15/2002 22:00,8,15,2002
Midland,YELLOW,LIGHT,VA,8/15/2002 22:10,8,15,2002
Macomb,,,MI,8/15/2002 22:15,8,15,2002
Coalinga,,LIGHT,CA,8/15/2002 22:30,8,15,2002
Chicago,,OVAL,IL,8/15/2002 23:00,8,15,2002
Piner,,DISK,KY,8/15/2002 23:00,8,15,2002
Knoxville,,LIGHT,TN,8/15/2002 23:38,8,15,2002
Seattle,,LIGHT,WA,8/16/2002 0:01,8,16,2002
Coalinga,,TRIANGLE,CA,8/16/2002 2:00,8,16,2002
Alliance,,CYLINDER,OH,8/16/2002 19:30,8,16,2002
Eastport,,LIGHT,ME,8/16/2002 19:45,8,16,2002
Moclips,,LIGHT,OR,8/16/2002 20:35,8,16,2002
Myrtle Beach,RED ORANGE,OVAL,SC,8/16/2002 21:00,8,16,2002
Indianapolis,,LIGHT,IN,8/16/2002 22:00,8,16,2002
Round Rock,,SPHERE,TX,8/16/2002 22:00,8,16,2002
Wilmington,,LIGHT,NC,8/16/2002 22:00,8,16,2002
Ohiopyle,,LIGHT,PA,8/16/2002 23:23,8,16,2002
Salt Lake City,,FIREBALL,UT,8/17/2002 1:06,8,17,2002
Ajo,RED,,AZ,8/17/2002 3:00,8,17,2002
Pharisburg,,SPHERE,OH,8/17/2002 6:58,8,17,2002
Burlington,RED,LIGHT,MA,8/17/2002 10:00,8,17,2002
Erie,,CYLINDER,PA,8/17/2002 20:00,8,17,2002
Braggs,,RECTANGLE,OK,8/17/2002 22:00,8,17,2002
Utah,,DISK,UT,8/17/2002 23:12,8,17,2002
Emerald Isle,,FORMATION,NC,8/17/2002 23:30,8,17,2002
Bakersfield,,CIGAR,CA,8/18/2002 2:30,8,18,2002
Anna Maria Island,,OVAL,FL,8/18/2002 5:00,8,18,2002
Fort Morgan,,LIGHT,CO,8/18/2002 5:30,8,18,2002
Grand Rapids,,DISK,MI,8/18/2002 13:25,8,18,2002
Richmond,,OVAL,TX,8/18/2002 19:00,8,18,2002
Milledgeville,,OTHER,GA,8/18/2002 19:40,8,18,2002
Stark,,OVAL,KS,8/18/2002 20:15,8,18,2002
Myrtle Beach,ORANGE,LIGHT,SC,8/18/2002 21:45,8,18,2002
Lowell,,FIREBALL,MI,8/18/2002 23:00,8,18,2002
Clearwater,,DISK,FL,8/18/2002 23:51,8,18,2002
Leesburg,,,FL,8/19/2002 0:15,8,19,2002
Sunset Beach,RED,RECTANGLE,NC,8/19/2002 0:30,8,19,2002
Wenona,,,IL,8/19/2002 5:45,8,19,2002
Detroit,,OTHER,MI,8/19/2002 6:00,8,19,2002
Mankato,,CIGAR,MN,8/19/2002 20:30,8,19,2002
Bingham,,FLASH,ME,8/19/2002 21:15,8,19,2002
Hartford,,,AR,8/19/2002 21:45,8,19,2002
Twin Falls,,LIGHT,ID,8/19/2002 23:00,8,19,2002
Dwight,,TRIANGLE,IL,8/20/2002 1:00,8,20,2002
Virginia Beach,,DISK,VA,8/20/2002 6:45,8,20,2002
Marion,,TRIANGLE,OH,8/20/2002 11:00,8,20,2002
Prestonsburg,,OTHER,KY,8/20/2002 12:00,8,20,2002
New Castle,,OTHER,IN,8/20/2002 13:00,8,20,2002
Ann Arbor,,DISK,MI,8/20/2002 18:00,8,20,2002
Augusta,,LIGHT,KS,8/20/2002 20:00,8,20,2002
Killeen,,OVAL,TX,8/20/2002 21:00,8,20,2002
Poland,ORANGE,FIREBALL,ME,8/20/2002 21:00,8,20,2002
Brison City,,LIGHT,NC,8/20/2002 23:00,8,20,2002
Noxon,,,MT,8/20/2002 23:10,8,20,2002
Milan,RED,LIGHT,TN,8/20/2002 23:59,8,20,2002
Champaign,,VARIOUS,IL,8/21/2002 1:10,8,21,2002
Olympia,,,WA,8/21/2002 3:30,8,21,2002
Madison,,TRIANGLE,WI,8/21/2002 5:00,8,21,2002
Lebanon,,TRIANGLE,TN,8/21/2002 5:30,8,21,2002
Boston,,CIGAR,MA,8/21/2002 14:30,8,21,2002
White Plains,,DISK,NY,8/21/2002 18:30,8,21,2002
Harrison Township,,LIGHT,MI,8/21/2002 22:00,8,21,2002
Knoxville,,CHEVRON,IL,8/21/2002 22:05,8,21,2002
Elmwood,BLUE,CHEVRON,IL,8/21/2002 22:30,8,21,2002
Isle of Palms,RED,LIGHT,SC,8/21/2002 22:30,8,21,2002
Sisseton,,LIGHT,SD,8/21/2002 22:30,8,21,2002
River Falls,,DISK,WI,8/22/2002 1:00,8,22,2002
Durant,,VARIOUS,OK,8/22/2002 1:21,8,22,2002
Crystal Lake,,,IL,8/22/2002 2:14,8,22,2002
Crystal Lake,,,IL,8/22/2002 2:14,8,22,2002
Southport,,LIGHT,CT,8/22/2002 3:00,8,22,2002
Yelm,,OTHER,WA,8/22/2002 12:30,8,22,2002
Bohemia,,DIAMOND,NY,8/22/2002 17:00,8,22,2002
Simla,,TRIANGLE,CO,8/22/2002 20:05,8,22,2002
Honolulu,,LIGHT,HI,8/22/2002 20:08,8,22,2002
New Port Richey,RED,LIGHT,FL,8/22/2002 20:45,8,22,2002
Fort Sumner,,,NM,8/22/2002 21:00,8,22,2002
Fort Sumner,RED,,NM,8/22/2002 21:00,8,22,2002
Ontario,,VARIOUS,CA,8/22/2002 21:00,8,22,2002
Bloomington,RED GREEN,LIGHT,IL,8/22/2002 21:45,8,22,2002
Austin,,FLASH,TX,8/22/2002 21:50,8,22,2002
Williamstown,,TRIANGLE,NJ,8/22/2002 22:50,8,22,2002
Monroe,,EGG,NY,8/22/2002 23:40,8,22,2002
Olympia,,,WA,8/23/2002 1:40,8,23,2002
Bowleys Quarters,BLUE,OVAL,MD,8/23/2002 2:30,8,23,2002
Louisville,,LIGHT,KY,8/23/2002 2:30,8,23,2002
Albuquerque,,FLASH,NM,8/23/2002 3:45,8,23,2002
Odessa,,,TX,8/23/2002 14:22,8,23,2002
Mesa,,OVAL,AZ,8/23/2002 16:00,8,23,2002
Gilbert,,LIGHT,AZ,8/23/2002 20:00,8,23,2002
Monroe,,LIGHT,WA,8/23/2002 22:30,8,23,2002
Englewood,,LIGHT,FL,8/24/2002 1:00,8,24,2002
Gary,,CIRCLE,IN,8/24/2002 4:28,8,24,2002
Jacksonville,,CIRCLE,FL,8/24/2002 10:10,8,24,2002
Sparta,,CIRCLE,TN,8/24/2002 12:00,8,24,2002
Canton,,DISK,GA,8/24/2002 12:39,8,24,2002
The Colony,,DISK,TX,8/24/2002 16:00,8,24,2002
Conshohocken,,DISK,PA,8/24/2002 17:32,8,24,2002
Tinley Park,,CIRCLE,IL,8/24/2002 20:45,8,24,2002
Seattle,,OTHER,WA,8/24/2002 21:30,8,24,2002
Sacramento,ORANGE,,CA,8/24/2002 21:45,8,24,2002
Gresham,,FLASH,OR,8/24/2002 22:25,8,24,2002
Cascade,,,ID,8/25/2002 12:45,8,25,2002
Gilbert,RED,CIRCLE,AZ,8/25/2002 20:00,8,25,2002
Chualar,BLUE,EGG,CA,8/25/2002 20:01,8,25,2002
El Paso,,CIRCLE,TX,8/25/2002 21:30,8,25,2002
Richardson,,DISK,TX,8/25/2002 22:00,8,25,2002
Chicago,,TEARDROP,IL,8/26/2002 12:15,8,26,2002
Maui,,LIGHT,HI,8/26/2002 19:50,8,26,2002
Eagle Creek,,TRIANGLE,OR,8/26/2002 23:45,8,26,2002
Venice,,TRIANGLE,FL,8/27/2002 6:00,8,27,2002
Deerfield,,LIGHT,FL,8/27/2002 6:55,8,27,2002
Victorville,,LIGHT,CA,8/27/2002 20:30,8,27,2002
Albuquerque,RED,LIGHT,NM,8/27/2002 21:00,8,27,2002
South Beach,,FORMATION,FL,8/27/2002 23:00,8,27,2002
Louisville,ORANGE,,KY,8/28/2002 0:00,8,28,2002
Kelso,ORANGE,,WA,8/28/2002 1:30,8,28,2002
Mattawa,,FIREBALL,WA,8/28/2002 2:30,8,28,2002
Austin,,VARIOUS,TX,8/28/2002 15:30,8,28,2002
Suwanee,,SPHERE,GA,8/28/2002 19:00,8,28,2002
Ashland,,LIGHT,OR,8/28/2002 21:30,8,28,2002
Colville,,LIGHT,WA,8/28/2002 22:00,8,28,2002
Gold Beach,GREEN,LIGHT,OR,8/28/2002 22:12,8,28,2002
Bellingham,,SPHERE,WA,8/28/2002 22:54,8,28,2002
Upland,,RECTANGLE,CA,8/28/2002 23:00,8,28,2002
Elma,,,WA,8/28/2002 23:30,8,28,2002
Stephens,,CIRCLE,AR,8/28/2002 23:45,8,28,2002
Peach Orchard,,LIGHT,AR,8/28/2002 23:59,8,28,2002
Rochester,,TRIANGLE,NY,8/29/2002 3:20,8,29,2002
Littleton,,DISK,CO,8/29/2002 15:00,8,29,2002
Camarillo,,OTHER,CA,8/29/2002 17:30,8,29,2002
Toledo,,TRIANGLE,OR,8/29/2002 23:45,8,29,2002
Lost Creek,GREEN,LIGHT,WV,8/30/2002 0:15,8,30,2002
Grove City,GREEN,OVAL,PA,8/30/2002 0:45,8,30,2002
Dover,,TRIANGLE,DE,8/30/2002 9:45,8,30,2002
Lafayette,ORANGE,TRIANGLE,LA,8/30/2002 17:00,8,30,2002
Bradley,,OTHER,IL,8/30/2002 19:15,8,30,2002
Dover,,TRIANGLE,DE,8/30/2002 21:05,8,30,2002
Hebron,,,ME,8/30/2002 21:30,8,30,2002
Somerset,,,MA,8/30/2002 21:30,8,30,2002
Holland,RED YELLOW,CIRCLE,NY,8/30/2002 22:15,8,30,2002
Dickinson,,TRIANGLE,ND,8/30/2002 23:00,8,30,2002
St. George Island,,,AK,8/30/2002 23:30,8,30,2002
Rome,RED,CIRCLE,OH,8/30/2002 23:50,8,30,2002
Compton,,TRIANGLE,CA,8/31/2002 7:43,8,31,2002
Santa Cruz,,SPHERE,CA,8/31/2002 14:00,8,31,2002
Canton,,OTHER,MI,8/31/2002 17:43,8,31,2002
Davenport,,LIGHT,IA,8/31/2002 17:45,8,31,2002
Kern river,,CIGAR,CA,8/31/2002 18:30,8,31,2002
Curlew,,LIGHT,WA,8/31/2002 21:00,8,31,2002
Brighton,,LIGHT,MI,8/31/2002 21:20,8,31,2002
Louisville,RED,,KY,8/31/2002 21:30,8,31,2002
Nyssa,,VARIOUS,OR,8/31/2002 23:00,8,31,2002
Newark,,DISK,NJ,8/31/2002 23:30,8,31,2002
Cleveland,RED BLUE,,OH,8/31/2002 23:55,8,31,2002
Sacramento,,LIGHT,CA,9/1/2002 4:00,9,1,2002
Edinboro,,,PA,9/1/2002 6:30,9,1,2002
Sturbridge,,VARIOUS,MA,9/1/2002 11:30,9,1,2002
Cantonment,,RECTANGLE,FL,9/1/2002 18:30,9,1,2002
Oracle,,DISK,AZ,9/1/2002 19:30,9,1,2002
Lake Villa,GREEN,SPHERE,IL,9/1/2002 20:00,9,1,2002
Topeka,,TRIANGLE,KS,9/1/2002 20:30,9,1,2002
Omaha,,,NE,9/1/2002 21:30,9,1,2002
